Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Trades,Taker Base Volume,Taker Quote Volume,Ignore
2020-05-18,9677.31,9958.67,9450.00,9731.10,363732.370,2020-05-18 23:59:59.999,3533354104.77906,1065425,182681.387,1775163208.55209,0
2020-05-19,9731.11,9900.00,9462.00,9773.64,376313.845,2020-05-19 23:59:59.999,3642878349.19720,1062705,191772.049,1857069223.53943,0
2020-05-20,9772.66,9838.00,9281.42,9508.11,334423.590,2020-05-20 23:59:59.999,3218411345.98419,920679,166431.866,1602624070.18553,0
2020-05-21,9508.00,9573.00,8812.20,9060.00,461439.193,2020-05-21 23:59:59.999,4241795752.85480,1286185,228136.236,2097135651.30878,0
2020-05-22,9060.00,9259.38,8920.00,9166.40,276008.073,2020-05-22 23:59:59.999,2515865909.33410,772928,144234.318,1314953776.64505,0
2020-05-23,9166.43,9300.00,9076.90,9176.41,201589.660,2020-05-23 23:59:59.999,1852871137.72634,582528,103801.023,954330722.77388,0
2020-05-24,9176.32,9294.44,8674.00,8711.37,339643.378,2020-05-24 23:59:59.999,3070856922.42420,872058,167958.764,1519719022.52679,0
2020-05-25,8711.37,8977.00,8623.38,8895.65,302980.106,2020-05-25 23:59:59.999,2667337683.37678,775095,158161.834,1392801694.54323,0
2020-05-26,8895.66,9011.82,8693.18,8837.05,275619.158,2020-05-26 23:59:59.999,2439508067.10614,736181,139848.562,1238146791.04980,0
2020-05-27,8837.88,9230.00,8811.00,9197.32,272253.998,2020-05-27 23:59:59.999,2466842797.45267,700725,143948.195,1304070943.91478,0
2020-05-28,9197.32,9621.65,9110.97,9569.59,327412.374,2020-05-28 23:59:59.999,3062477084.82549,801469,172464.347,1613575194.62399,0
2020-05-29,9569.58,9598.00,9317.42,9422.26,238691.299,2020-05-29 23:59:59.999,2255365978.23178,627717,118443.514,1119335783.23148,0
2020-05-30,9422.11,9753.00,9326.01,9695.00,255234.058,2020-05-30 23:59:59.999,2431044087.19118,691896,132940.629,1266665559.45577,0
2020-05-31,9694.38,9698.00,9371.76,9446.43,219829.356,2020-05-31 23:59:59.999,2096318341.55532,676486,105922.349,1010305260.93969,0
2020-06-01,9446.49,10497.25,9420.85,10232.48,333740.457,2020-06-01 23:59:59.999,3267274407.65878,922467,177298.140,1736224692.18492,0
2020-06-02,10232.41,10262.30,9264.15,9514.90,354168.517,2020-06-02 23:59:59.999,3459821278.61491,939395,170346.230,1665194919.28490,0
2020-06-03,9514.90,9694.75,9382.33,9663.59,185389.412,2020-06-03 23:59:59.999,1770390770.59070,571997,95209.610,909571823.58124,0
